Id,Start,End,Implementor,Requestor,Department,IsApproved,RiskEval_RiskValue,RiskEval_Result,SubmittedOn,SubmittedBy,Category,TypeOfChange,WorkflowApprovedOn,WorkflowStep,DB_CreatedDate,DB_LastModifiedDate,Dump,Closed Status,Season,WorkflowStep,TotalTimeForChange,CLOSED COUNT
2031,2/6/2020 6:00,2/6/2020 7:00,achiccar,achiccar,NTS,1,3,C3,38:05.0,sbarbour,Security,Normal,39:49.0,Completed,00:21.8,01:03.0,0:57,TRUE,Spring,Completed,1,1
2030,1/23/2020 5:00,1/23/2020 7:00,sbarbour,sbarbour,Security & Access Management,1,3,C2,17:49.0,treynold,Banner,Normal,52:41.0,Completed,00:21.7,01:03.1,1:55,TRUE,Spring,Completed,2,1
2029,1/21/2020 5:03,1/21/2020 7:04,tmohr2,tmohr2,Infrastructure Operations,1,4,C4,15:23.0,msmit319,Outsystems,Normal,54:24.0,Completed,15:56.9,01:03.2,1:55,TRUE,Spring,Completed,2.016666667,1
2028,1/21/2020 5:00,1/21/2020 7:00,rbungo,jburton,Educational Technology Support,1,4,C4,02:53.0,msmit319,Outsystems,Normal,55:03.0,Completed,15:56.8,01:03.3,1:55,TRUE,Spring,Completed,2,1
2027,3/11/2020 8:00,3/13/2020 17:00,wbainey,rgrudosk,Data Center Operations,1,3,C3,02:08.0,wzsmith,IE - CIG,Normal,34:17.0,Completed,15:56.7,01:03.4,9:07,TRUE,Spring,Completed,57,1
2026,1/21/2020 6:00,1/21/2020 7:00,motgonyi,jdunfee,Student Services,1,4,C4,50:12.0,alizak,Network,Normal,04:44.0,Completed,15:56.7,01:03.5,0:57,TRUE,Spring,Completed,1,1
2025,2/9/2020 5:00,2/9/2020 7:00,tbordon1,tbordon1,"NTS, Server",1,4,C2,43:04.0,rmmiles,IAM,Normal,56:45.0,Completed,00:30.1,01:03.6,1:55,TRUE,Spring,Completed,2,1
2024,1/19/2020 5:00,1/19/2020 7:00,adhuston,adhuston,Infrastructure Engineering,1,3,C3,02:11.0,jbish,CRM,Normal,45:27.0,Completed,00:30.0,01:03.7,1:55,TRUE,Spring,Completed,2,1
2023,1/25/2020 6:00,1/25/2020 11:00,mberry,mridgill,Bursar,1,3,C2,01:02.0,jfishe16,Data Center,Normal,00:00.0,Approver,00:29.9,15:21.2,5:02,TRUE,Spring,Approver,5,1
2022,1/23/2020 5:00,1/23/2020 7:00,mberry,ssteph20,Finance,0,4,C2,05:26.0,mladoia,WWW,Normal,59:06.0,Completed,00:31.4,01:04.2,1:55,TRUE,Spring,Completed,2,1
2021,1/21/2020 5:00,1/21/2020 7:00,rmmiles,rmmiles,Security / Service Management,1,4,C4,38:53.0,wrobins,Outsystems,Normal,00:05.0,Completed,00:22.1,01:03.9,1:55,TRUE,Spring,Completed,2,1
2020,1/21/2020 9:00,1/21/2020 16:00,aesterl1,dsharnsk,President's Office,0,4,IE,27:40.0,tbordon1,Network,Informational,00:00.0,Implemented,00:22.0,01:04.0,6:57,TRUE,Spring,CAB2,7,1
2019,1/21/2020 6:00,1/21/2020 7:00,motgonyi,msmit319,IS,0,4,C4,26:56.0,tbordon1,Network,Normal,04:32.0,Completed,00:21.9,01:04.1,0:57,TRUE,Spring,Completed,1,1
2018,1/21/2020 5:00,1/21/2020 7:00,mberry,lheilman,HR,0,3,S2,21:12.0,jtboehm,FlashLine,Standard,00:00.0,Implemented,01:39.1,00:52.5,1:55,TRUE,Spring,CAB2,2,1
2017,1/21/2020 5:00,1/21/2020 7:00,khodar,khodar,ie,1,3,S2,27:30.0,mladoia,WWW,Standard,00:00.0,Implemented,01:36.5,00:53.1,1:55,TRUE,Spring,CAB2,2,1
2016,1/21/2020 5:00,1/21/2020 7:00,zoshinsk,zoshinsk,Security,1,3,C2,45:04.0,treynold,Banner,Normal,37:46.0,Completed,01:28.6,00:52.4,1:55,TRUE,Spring,Completed,2,1
2015,1/19/2020 5:00,1/19/2020 7:00,lbowser,cslusarc,"College of Education, Health and Human Services",1,4,C2,01:43.0,lbowser,Document Imaging,Normal,38:16.0,Completed,01:28.5,00:52.6,1:55,TRUE,Spring,Completed,2,1
2014,2/9/2020 5:30,2/9/2020 6:30,alizak,mgeist,NTS,1,4,C2,34:13.0,tmohr2,IE - Server,Normal,33:10.0,Completed,01:28.4,00:52.6,0:57,TRUE,Spring,Completed,1,1
2013,2/29/2020 1:00,2/29/2020 8:00,mbungar1,motgonyi,IT,1,4,S4,06:03.0,tmohr2,IE - Server,Standard,00:00.0,Implemented,01:28.3,00:52.7,6:57,TRUE,Spring,CAB2,7,1
2012,1/26/2020 0:00,1/26/2020 8:00,mberry,tbowser,EMSA,1,3,S3,58:52.0,tmohr2,IE - Server,Standard,00:00.0,Implemented,01:28.2,00:52.8,7:55,TRUE,Spring,CAB2,8,1
2011,1/19/2020 3:00,1/19/2020 8:00,jdunfee,rmmiles,Security and Service Management,1,4,S4,56:47.0,tmohr2,IE - Server,Standard,00:00.0,Implemented,01:28.1,00:52.9,5:02,TRUE,Spring,CAB2,5,1
2010,1/23/2020 6:00,1/23/2020 7:00,mberry,tbowser,EMSA,0,3,C2,51:30.0,tmohr2,IE - Server,Normal,00:00.0,Implemented,01:28.0,00:53.0,0:57,TRUE,Spring,CAB2,1,1
2009,1/20/2020 14:00,1/20/2020 15:00,jlpiporo,mgeist,NTS,1,4,C4,23:22.0,creeder2,Talend,Normal,41:36.0,Completed,01:18.8,00:53.2,0:57,TRUE,Spring,Completed,1,1
2008,1/20/2020 14:00,1/20/2020 16:00,cirobert,bzahn,Admissions Operations Systems,1,4,C4,21:10.0,bzahn,Talend,Normal,40:48.0,Completed,01:12.9,00:53.3,1:55,TRUE,Spring,Completed,2,1
2007,1/19/2020 5:00,1/19/2020 6:00,mberry,tbowser,EMSA,1,4,C2,02:33.0,czehner1,Ed Tech,Normal,04:57.0,CAB,01:12.8,00:14.0,0:57,TRUE,Spring,CAB,1,1
2006,1/30/2020 8:00,1/30/2020 17:00,tmohr2,tmohr2,Infrastructure Operations,1,4,IE,55:42.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:52.0,00:56.1,9:07,TRUE,Spring,CAB2,9,1
2005,1/19/2020 5:00,1/19/2020 7:00,sbarbour,sbarbour,Security & Access Management,0,3,C2,36:23.0,tbowser,Banner,Normal,48:17.0,Completed,01:51.9,00:56.2,1:55,TRUE,Spring,Completed,2,1
2004,1/21/2020 5:00,1/21/2020 7:00,nlupica1,nlupica1,Infrastructure Engineering,1,3,C2,54:18.0,dsharnsk,CRM,Normal,45:14.0,Completed,01:23.0,00:56.3,1:55,TRUE,Spring,Completed,2,1
2003,1/24/2020 5:00,1/24/2020 7:00,dmaxwel9,tsmith39,IT,1,3,S3,53:20.0,alizak,Network,Standard,00:00.0,Implemented,01:40.3,31:00.4,1:55,TRUE,Spring,CAB2,2,1
2002,1/23/2020 5:00,1/23/2020 7:00,degregio,degregio,GPS (Graduation Planning System),1,3,S3,29:46.0,alizak,Network,Standard,00:00.0,Implemented,01:40.2,31:00.5,1:55,TRUE,Spring,CAB2,2,1
2001,1/22/2020 5:00,1/22/2020 7:00,mwinzine,mgeist,Network Services,1,3,S3,12:42.0,alizak,Network,Standard,00:00.0,Implemented,01:40.1,31:00.5,1:55,TRUE,Spring,CAB2,2,1
2000,1/13/2020 15:01,1/13/2020 20:01,amoreira,ksacket1,Advancement,1,4,IE,02:12.0,khodar,IE - Server,Informational,00:00.0,Implemented,01:40.0,31:00.7,5:02,TRUE,Spring,CAB2,5,1
1999,1/21/2020 5:00,1/21/2020 7:00,wrobins,motgonyi,it/sdi,0,3,S3,00:20.0,alizak,Network,Standard,00:00.0,Implemented,01:39.9,31:00.9,1:55,TRUE,Spring,CAB2,2,1
1998,1/13/2020 10:00,1/13/2020 16:00,tmohr2,wbainey,Infrastructure Operations,1,4,IE,49:58.0,tbordon1,Network,Informational,00:00.0,Implemented,00:52.5,31:01.0,6:00,TRUE,Spring,CAB2,6,1
1997,1/11/2020 23:59,1/12/2020 2:00,mbungar1,anear,IS-SDI,0,3,V3,33:32.0,adhuston,IE - CIG,Vendor,00:00.0,Implemented,00:59.6,01:01.4,1:55,TRUE,Spring,CAB2,2.016666667,1
1996,1/19/2020 5:00,1/19/2020 7:00,sbarbour,sbarbour,Security,1,4,C2,03:21.0,rmmiles,IAM,Normal,30:22.0,Completed,15:15.3,00:45.5,1:55,TRUE,Spring,Completed,2,1
1995,1/9/2020 10:38,1/9/2020 10:40,khodar,khodar,ie,1,4,E2,09:52.0,jdunfee,Outsystems,Emergency,48:50.0,Completed,00:23.4,00:45.6,0:00,TRUE,Spring,Completed,0.033333333,1
1994,1/25/2020 1:00,1/25/2020 14:00,wrobins,dabbott5,Information Technology,0,3,V3,16:16.0,adhuston,IE - CIG,Vendor,00:00.0,Implemented,00:23.3,00:45.7,12:57,TRUE,Spring,CAB2,13,1
1993,1/9/2020 8:00,1/9/2020 16:30,cirobert,creeder2,"IT, Enrollment Management",1,4,IE,54:49.0,cshaff14,Data Center,Informational,00:00.0,Implemented,00:41.8,00:45.8,8:24,TRUE,Spring,CAB2,8.5,1
1992,1/9/2020 5:00,1/9/2020 7:00,mberry,tbowser,EMSA,1,4,C4,37:08.0,achiccar,Network,Normal,48:07.0,Completed,01:42.9,00:39.4,1:55,TRUE,Spring,Completed,2,1
1991,1/9/2020 5:00,1/9/2020 7:00,nlupica1,wbainey,Infrastructure Engineering,0,4,C2,31:46.0,mwinzine,Network,Normal,04:20.0,Completed,01:42.8,00:39.5,1:55,TRUE,Spring,Completed,2,1
1990,1/8/2020 14:30,1/8/2020 16:30,jwagne28,jwagne28,NTS,1,4,IE,04:13.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:42.7,00:39.6,1:55,TRUE,Spring,CAB2,2,1
1989,1/9/2020 5:00,1/9/2020 7:00,tmohr2,wbainey,Infrastructure Operations,1,4,C2,56:24.0,jdunfee,Banner,Urgent,50:53.0,Completed,01:31.4,00:39.8,1:55,TRUE,Spring,Completed,2,1
1988,1/9/2020 5:00,1/9/2020 7:00,alizak,mgeist,NTS,1,4,C1,55:45.0,jschilen,IE - Server,Urgent,04:02.0,Completed,01:15.1,00:39.7,1:55,TRUE,Spring,Completed,2,1
1987,1/19/2020 5:00,1/19/2020 7:00,tbordon1,tbordon1,Network,1,3,C2,35:47.0,mberry,Banner,Normal,50:41.0,Completed,00:12.9,00:39.9,1:55,TRUE,Spring,Completed,2,1
1986,1/9/2020 7:00,1/10/2020 17:00,motgonyi,motgonyi,IT/SDI,0,3,IE,20:09.0,jfishe16,Data Center,Informational,00:00.0,Implemented,02:00.7,00:44.3,10:04,TRUE,Spring,CAB2,34,1
1985,1/19/2020 5:00,1/19/2020 7:00,msmit319,msmit319,--REPLACE IN EDITOR--,0,4,C2,20:19.0,rmmiles,IAM,Normal,53:30.0,Completed,02:00.6,00:44.1,1:55,TRUE,Spring,Completed,2,1
1984,1/9/2020 11:30,1/9/2020 13:00,jschilen,jschilen,EAS,1,4,C3,43:20.0,jfishe16,Data Center,Urgent,20:11.0,Completed,02:00.4,00:44.2,1:26,TRUE,Spring,Completed,1.5,1
1983,1/7/2020 16:30,1/7/2020 17:30,jeveleth,jfishe16,Data Center Operations,1,3,C3,37:34.0,wrobins,Outsystems,Urgent,24:39.0,Completed,00:44.2,00:44.5,0:57,TRUE,Spring,Completed,1,1
1982,1/19/2020 5:00,1/19/2020 8:00,tmohr2,wbainey,Infrastructure Operations,1,4,C3,57:43.0,wzsmith,IE - Server,Normal,22:16.0,Completed,00:33.7,00:44.4,3:07,TRUE,Spring,Completed,3,1
1981,1/7/2020 5:00,1/7/2020 7:00,ebolling,ebolling,IDM,0,3,S3,44:38.0,alizak,Network,Standard,00:00.0,Implemented,01:30.6,00:43.8,1:55,TRUE,Spring,CAB2,2,1
1980,1/7/2020 0:00,1/7/2020 1:00,mberry,mridgill,Financial Aid,1,4,C2,43:03.0,motgonyi,Outsystems,Normal,09:13.0,Completed,00:51.3,00:43.9,0:57,TRUE,Spring,Completed,1,1
1979,5/26/2020 5:00,5/26/2020 5:30,dmaxwel9,msmit319,IS,1,3,S2,21:52.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.8,00:44.0,0:28,TRUE,Summer,CAB2,0.5,1
1978,5/19/2020 5:00,5/19/2020 5:30,sstillis,dulm1,IS/UCM,0,3,S2,21:11.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.7,00:44.1,0:28,TRUE,Summer,CAB2,0.5,1
1977,5/12/2020 5:00,5/12/2020 5:30,mberry,mridgill,Registrar,1,3,S2,20:49.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.6,00:44.1,0:28,TRUE,Summer,CAB2,0.5,1
1976,5/5/2020 5:00,5/5/2020 5:30,mgeist,mgeist,NTS,1,3,S2,20:07.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.5,00:44.2,0:28,TRUE,Summer,CAB2,0.5,1
1975,4/28/2020 5:00,4/28/2020 5:30,alizak,mgeist,NTS,1,3,S2,19:40.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.4,00:44.3,0:28,TRUE,Spring,CAB2,0.5,1
1974,4/21/2020 5:00,4/21/2020 5:30,mberry,ssteph20,HR/Benefits,1,3,S2,19:11.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.3,00:44.4,0:28,TRUE,Spring,CAB2,0.5,1
1973,4/14/2020 5:00,4/14/2020 5:30,mberry,mridgill,Finaid,1,3,S2,18:41.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.3,00:44.5,0:28,TRUE,Spring,CAB2,0.5,1
1972,4/7/2020 5:00,4/7/2020 5:30,cshaff14,wbainey,Data Center Operations,1,3,S2,18:02.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.1,00:44.6,0:28,TRUE,Spring,CAB2,0.5,1
1971,3/31/2020 5:00,3/31/2020 5:30,msnodgr1,msnodgr1,Network and Telecom Services,0,3,S2,17:18.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:49.0,00:44.7,0:28,TRUE,Spring,CAB2,0.5,1
1970,3/24/2020 5:00,3/24/2020 5:30,cshaff14,wrobins,College of Aeronautics and Engineering,1,3,S2,16:48.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.9,00:44.8,0:28,TRUE,Spring,CAB2,0.5,1
1969,3/17/2020 5:00,3/17/2020 5:30,nlupica1,nlupica1,Infrastructure Engineering,1,3,S2,15:59.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.8,00:44.9,0:28,TRUE,Spring,CAB2,0.5,1
1968,3/10/2020 5:00,3/10/2020 5:30,jwagne28,ghough,NTS,0,3,S2,15:28.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.8,00:45.0,0:28,TRUE,Spring,CAB2,0.5,1
1967,3/3/2020 5:00,3/3/2020 5:30,cshaff14,jfishe16,Data Center Operations,1,3,S2,14:33.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.7,00:45.1,0:28,TRUE,Spring,CAB2,0.5,1
1966,2/25/2020 5:00,2/25/2020 5:30,tmohr2,tmohr2,Infrastructure Operations,1,3,S2,13:33.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.6,00:45.2,0:28,TRUE,Spring,CAB2,0.5,1
1965,2/18/2020 5:00,2/18/2020 5:30,tbordon1,mwill186,NTS,0,3,S2,13:09.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.5,00:45.3,0:28,TRUE,Spring,CAB2,0.5,1
1964,2/11/2020 5:00,2/11/2020 5:30,wrobins,msmit319,IS,1,3,S2,12:21.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.4,00:45.4,0:28,TRUE,Spring,CAB2,0.5,1
1963,2/4/2020 5:00,2/4/2020 5:30,jschilen,jschilen,IE,1,3,S2,11:37.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.3,00:45.5,0:28,TRUE,Spring,CAB2,0.5,1
1962,1/28/2020 5:00,1/28/2020 5:30,mberry,mridgill,Institutional Advancement,0,3,S2,10:47.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.2,00:45.6,0:28,TRUE,Spring,CAB2,0.5,1
1961,1/14/2020 5:00,1/14/2020 5:30,mberry,tbowser,EMSA,1,3,S2,09:41.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.1,00:45.7,0:28,TRUE,Spring,CAB2,0.5,1
1960,1/21/2020 5:00,1/21/2020 5:30,czehner1,rbain,Course Management,1,3,S2,06:59.0,degregio,DegreeWorks,Standard,00:00.0,Implemented,00:48.0,00:45.7,0:28,TRUE,Spring,CAB2,0.5,1
1959,1/23/2020 6:00,1/23/2020 7:00,sbarbour,sbarbour,Security,1,4,C4,43:11.0,jlpiporo,Network,Normal,28:13.0,Completed,01:14.6,00:45.8,0:57,TRUE,Spring,Completed,1,1
1958,1/6/2020 9:00,1/6/2020 9:10,rdivince,mladoia,IT/UCM,1,3,E2,39:25.0,degregio,Banner,Emergency,28:44.0,Completed,01:32.4,01:17.0,0:14,TRUE,Spring,Completed,0.166666667,1
1957,1/7/2020 5:00,1/7/2020 6:00,mladoia,sstillis,IT/UCM,1,4,C2,37:11.0,czehner1,Ed Tech,Normal,54:23.0,Completed,01:02.0,00:57.4,0:57,TRUE,Spring,Completed,1,1
1956,1/7/2020 5:00,1/7/2020 7:00,mberry,tbowser,EMSA,1,3,C2,28:34.0,degregio,Banner,Normal,28:25.0,Completed,01:44.6,00:51.4,1:55,TRUE,Spring,Completed,2,1
1955,12/23/2019 19:18,12/24/2019 19:20,wrobins,motgonyi,it/sdi,1,4,C3,32:13.0,wzsmith,IE - CIG,Urgent,38:11.0,Completed,01:42.6,00:51.3,0:00,TRUE,Fall,Completed,24.03333333,1
1954,1/7/2020 4:00,1/7/2020 4:15,mberry,tbowser,EMSA,1,4,C2,31:51.0,motgonyi,Outsystems,Normal,34:32.0,Completed,01:42.2,00:51.5,0:14,TRUE,Spring,Completed,0.25,1
1953,1/28/2020 4:00,1/28/2020 4:30,qdu,qdu,ITIE,1,4,C2,30:34.0,motgonyi,Outsystems,Normal,34:28.0,Completed,01:42.1,00:51.6,0:28,TRUE,Spring,Completed,0.5,1
1952,1/8/2020 14:00,1/8/2020 17:00,nlupica1,nlupica1,Infrastructure Engineering,1,4,C3,06:23.0,ssteph20,Talend,Normal,24:29.0,Completed,01:42.0,00:51.7,3:07,TRUE,Spring,Completed,3,1
1951,1/7/2020 5:00,1/7/2020 7:00,czehner1,rbain,Course Mangement,1,3,C2,02:46.0,ssteph20,Banner,Normal,28:34.0,Completed,01:41.9,00:51.9,1:55,TRUE,Spring,Completed,2,1
1950,1/5/2020 6:00,1/5/2020 7:00,jeveleth,jfishe16,Data Center Operations,1,4,C4,10:38.0,tmohr2,IE - Server,Normal,19:54.0,Completed,01:39.2,00:52.0,0:57,TRUE,Spring,Completed,1,1
1949,12/20/2019 20:30,12/20/2019 21:00,mberry,anunley,IS,1,3,C3,47:41.0,adhuston,IE - CIG,Urgent,00:00.0,Approver,01:15.1,01:33.1,0:28,TRUE,Fall,Approver,0.5,1
1948,1/23/2020 5:00,1/23/2020 6:30,amoreira,dbenner1,Admissions,0,3,C2,11:55.0,tbordon1,Network,Normal,53:02.0,Completed,01:15.0,01:33.2,1:26,TRUE,Spring,Completed,1.5,1
1947,1/14/2020 9:00,1/14/2020 16:00,mberry,anunley,Enterprise Applications and Infrastructure,1,4,IE,31:31.0,tbordon1,Network,Informational,00:00.0,Implemented,00:34.4,01:33.2,6:57,TRUE,Spring,CAB2,7,1
1946,12/20/2019 10:00,12/20/2019 11:00,degregio,degregio,GPS (Graduation Planning System),1,3,C2,41:37.0,treynold,Banner,Urgent,43:30.0,Completed,00:33.7,01:33.3,0:57,TRUE,Fall,Completed,1,1
1945,12/21/2019 21:00,12/22/2019 5:00,mladoia,sstillis,IT/UCM,1,3,C3,36:15.0,mgeist,Network,Normal,36:34.0,Completed,45:50.9,01:21.2,7:55,TRUE,Fall,Completed,8,1
1944,12/27/2019 9:00,12/27/2019 9:30,tbordon1,tbordon1,Network,1,4,C3,22:31.0,mgeist,Network,Normal,23:09.0,Completed,30:32.4,01:21.3,0:28,TRUE,Fall,Completed,0.5,1
1943,1/30/2020 5:00,1/30/2020 6:00,degregio,degregio,GPS (Graduation Planning System),1,4,C2,39:14.0,wzsmith,IE - CIG,Normal,34:25.0,Completed,01:30.8,01:21.4,0:57,TRUE,Spring,Completed,1,1
1942,12/29/2019 22:30,12/30/2019 3:30,degregio,degregio,GPS (Graduation Planning System),1,2,V2,26:18.0,rbain,Ed Tech,Vendor,00:00.0,Implemented,01:18.0,01:21.7,5:02,TRUE,Fall,CAB2,5,1
1941,12/20/2019 5:00,12/20/2019 7:00,mberry,mridgill,Admissions,1,4,C2,09:59.0,mladoia,WWW,Normal,00:00.0,Implemented,01:14.5,01:22.1,1:55,TRUE,Fall,CAB2,2,1
1940,12/23/2019 8:00,12/23/2019 9:30,dmills1,dmills1,DPAC,0,3,C2,48:16.0,rbain,Ed Tech,Normal,49:18.0,Completed,01:13.1,01:21.5,1:26,TRUE,Fall,Completed,1.5,1
1939,1/5/2020 5:00,1/5/2020 8:00,lbowser,bpekarek,Admissions,1,3,C2,31:54.0,mwinzine,Network,Normal,39:29.0,Completed,01:13.0,01:21.6,3:07,TRUE,Spring,Completed,3,1
1938,1/4/2020 5:00,1/4/2020 8:00,sshaff17,mwill186,NTS,0,3,C2,18:42.0,mwinzine,Network,Normal,36:53.0,Completed,01:12.8,01:21.7,3:07,TRUE,Spring,Completed,3,1
1937,12/19/2019 14:30,12/19/2019 15:30,degregio,degregio,GPS (Graduation Planning System),1,4,S4,16:17.0,jlpiporo,Network,Standard,00:00.0,Implemented,01:12.7,01:21.8,0:57,TRUE,Fall,CAB2,1,1
1936,12/19/2019 8:30,12/19/2019 12:00,jeveleth,jfishe16,Data Center Operations,1,4,IE,16:13.0,achiccar,Network,Informational,00:00.0,Implemented,01:12.6,01:21.9,3:36,TRUE,Fall,CAB2,3.5,1
1935,12/22/2019 21:39,12/22/2019 21:53,sbarbour,bmwalsh,Security,1,4,C4,02:49.0,jbish,CRM,Normal,00:00.0,Approver,01:12.5,01:12.5,0:14,TRUE,Fall,Approver,0.233333333,1
1934,12/18/2019 20:31,12/18/2019 20:33,mberry,mridgill,Institutional Advancement,0,3,E2,41:15.0,treynold,Banner,Emergency,44:56.0,Completed,01:12.4,01:07.2,0:00,TRUE,Fall,Completed,0.033333333,1
1933,1/7/2020 5:00,1/7/2020 6:00,alizak,mgeist,NTS,1,3,C3,26:24.0,msilcox,IE - CIG,Normal,32:55.0,Completed,01:12.4,01:07.3,0:57,TRUE,Spring,Completed,1,1
1932,1/7/2020 5:00,1/7/2020 7:00,mladoia,sstillis,SDI,1,3,C2,15:42.0,ssteph20,Banner,Normal,21:15.0,Completed,01:08.1,01:07.4,1:55,TRUE,Spring,Completed,2,1
1931,1/7/2020 5:00,1/7/2020 7:00,msmit319,msmit319,SDI,0,3,S2,21:26.0,mladoia,WWW,Standard,00:00.0,Implemented,02:41.3,01:07.6,1:55,TRUE,Spring,CAB2,2,1
1930,12/19/2019 5:00,12/19/2019 7:00,degregio,degregio,GPS (Graduation Planning System),1,4,C3,19:48.0,motgonyi,Outsystems,Urgent,26:50.0,Completed,02:37.7,01:07.5,1:55,TRUE,Fall,Completed,2,1
1929,12/19/2019 8:00,12/20/2019 17:00,mberry,tbowser,Human Resources,1,4,IE,39:20.0,mwinzine,Network,Informational,00:00.0,Implemented,02:53.3,01:23.8,9:07,TRUE,Fall,CAB2,33,1
1928,12/19/2019 5:00,12/19/2019 7:00,mberry,tbowser,EMSA,1,3,C3,58:00.0,aesterl1,Mobile,Urgent,25:39.0,Completed,03:04.6,01:23.9,1:55,TRUE,Fall,Completed,2,1
1927,12/16/2019 6:35,12/16/2019 6:40,cshaff14,mbungar1,IT-SDI,1,4,E4,47:14.0,tschind4,Security,Emergency,59:49.0,Completed,03:31.9,00:43.0,0:00,TRUE,Fall,Completed,0.083333333,1
1926,12/22/2019 6:00,12/22/2019 6:30,jeveleth,jfishe16,OUA/Data Center/NTS,1,4,C4,23:20.0,dmills1,IE - CIG,Normal,32:46.0,Completed,30:58.2,01:36.2,0:28,TRUE,Fall,Completed,0.5,1
1925,1/26/2020 5:00,1/26/2020 8:00,adhuston,adhuston,Infrastructure Engineering,1,3,C2,10:16.0,degregio,DegreeWorks,Normal,01:21.0,Completed,03:50.0,01:36.3,3:07,TRUE,Spring,Completed,3,1
1924,5/13/2020 10:58,5/13/2020 18:58,wrobins,rmmiles,Service Management and Security,1,4,C4,00:26.0,jhale16,Network,Normal,00:00.0,Approver,01:09.8,00:50.7,7:55,TRUE,Summer,Approver,8,1
1923,12/19/2019 8:00,12/20/2019 14:30,alizak,mgeist,NTS,1,4,IE,42:33.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:09.7,00:48.1,6:28,TRUE,Fall,CAB2,30.5,1
1922,12/19/2019 5:00,12/19/2019 5:53,mberry,mridgill,Registrar,1,3,C2,58:57.0,mridgill,Banner,Normal,15:01.0,Completed,01:17.5,00:48.2,0:57,TRUE,Fall,Completed,0.883333333,1
1921,12/15/2019 12:00,12/15/2019 20:00,mberry,ljohnson,Registrar's office,0,4,C2,12:53.0,jlpiporo,Network,Normal,42:52.0,Completed,01:17.4,00:48.3,7:55,TRUE,Fall,Completed,8,1
1920,12/19/2019 5:00,12/19/2019 7:00,ezgonc,jtboehm,SDI,1,4,C3,29:44.0,lbowser,Document Imaging,Normal,15:33.0,Completed,03:13.8,00:48.4,1:55,TRUE,Fall,Completed,2,1
1919,12/23/2019 15:30,1/1/2020 15:30,mberry,tbowser,EMSA,0,4,IE,36:06.0,jfranci2,Data Center,Informational,00:00.0,Implemented,03:13.6,00:48.5,0:00,TRUE,Fall,CAB2,216,1
1918,12/16/2019 22:30,12/17/2019 3:30,nlupica1,nlupica1,Infrastructure Engineering,1,2,V2,06:43.0,rbain,Ed Tech,Vendor,00:00.0,Implemented,03:14.6,00:48.9,5:02,TRUE,Fall,CAB2,5,1
1917,12/19/2019 5:00,12/19/2019 7:00,alizak,mgeist,NTS,1,3,S2,52:51.0,jtboehm,FlashLine,Standard,00:00.0,Implemented,03:13.2,00:49.0,1:55,TRUE,Fall,CAB2,2,1
1916,12/19/2019 5:00,12/19/2019 7:00,cshaff14,wrobins,Human Resources,1,3,C2,47:05.0,degregio,Banner,Normal,15:18.0,Completed,03:10.6,00:48.7,1:55,TRUE,Fall,Completed,2,1
1915,12/19/2019 15:30,12/19/2019 16:00,amoreira,ksacket1,Advancement,0,4,C4,50:47.0,jhale16,Network,Normal,51:07.0,Completed,03:10.2,00:48.6,0:28,TRUE,Fall,Completed,0.5,1
1914,12/19/2019 5:00,12/19/2019 7:00,khodar,khodar,IE,1,4,V2,31:38.0,mladoia,WWW,Vendor,00:00.0,Implemented,03:10.1,00:48.8,1:55,TRUE,Fall,CAB2,2,1
1913,1/7/2020 5:00,1/7/2020 7:00,jtboehm,jtboehm,SDI,1,3,C1,46:47.0,aesterl1,Outsystems,Normal,53:14.0,Completed,03:10.2,01:33.2,1:55,TRUE,Spring,Completed,2,1
1912,1/3/2020 5:00,1/3/2020 5:30,jlpiporo,mgeist,NTS,1,4,C2,53:09.0,motgonyi,Outsystems,Normal,55:57.0,Completed,01:05.6,01:33.3,0:28,TRUE,Spring,Completed,0.5,1
1911,12/19/2019 6:00,12/19/2019 7:00,mberry,ssteph20,Student Success,1,3,C2,49:50.0,jdunfee,Outsystems,Normal,55:33.0,Completed,02:59.8,01:33.4,0:57,TRUE,Fall,Completed,1,1
